y1_statefips,y2_statefips,y2_state,y2_state_name,n1,n2,AGI
27,49,UT,Utah,508,936,45744
27,34,NJ,New Jersey,460,667,43039
27,20,KS,Kansas,444,826,33531
27,24,MD,Maryland,402,661,34202
27,5,AR,Arkansas,335,644,25012
27,21,KY,Kentucky,314,585,20722
27,35,NM,New Mexico,306,478,21818
27,16,ID,Idaho,297,552,21030
27,1,AL,Alabama,256,474,19961
27,2,AK,Alaska,244,404,15535
27,15,HI,Hawaii,231,366,14266
27,22,LA,Louisiana,214,359,10673
27,9,CT,Connecticut,213,344,20439
27,56,WY,Wyoming,193,360,19247
27,11,DC,District Of Columbia,186,219,12696
27,57,FR,Foreign,179,362,11437
27,28,MS,Mississippi,174,301,7446
27,23,ME,Maine,138,235,11722
27,33,NH,New Hampshire,114,184,9425
27,50,VT,Vermont,90,140,5802
27,44,RI,Rhode Island,59,85,7037
27,54,WV,West Virginia,58,94,3656
27,10,DE,Delaware,56,111,3867
28,96,MS,MS Total Migration-US and Foreign,32498,60937,1617365
28,97,MS,MS Total Migration-US,32166,60295,1600818
28,98,MS,MS Total Migration-Foreign,332,642,16548
28,97,MS,MS Total Migration-Same State,41856,82161,1775415
28,28,MS,MS Non-migrants,966042,2030108,57626943
28,47,TN,Tennessee,5167,9498,235408
28,48,TX,Texas,4716,8999,205344
28,1,AL,Alabama,3101,5903,168646
28,22,LA,Louisiana,3026,5582,135014
28,12,FL,Florida,2483,4761,173755
28,13,GA,Georgia,1895,3596,91817
28,5,AR,Arkansas,1056,2012,51540
28,6,CA,California,1019,1839,55566
28,37,NC,North Carolina,717,1361,53742
28,51,VA,Virginia,696,1327,38004
28,17,IL,Illinois,654,1159,26469
28,29,MO,Missouri,552,1077,24483
28,8,CO,Colorado,533,935,25857
28,45,SC,South Carolina,481,948,30411
28,39,OH,Ohio,403,790,19537
28,18,IN,Indiana,402,805,16478
28,40,OK,Oklahoma,386,751,18042
28,26,MI,Michigan,364,668,16287
28,4,AZ,Arizona,352,641,15693
28,21,KY,Kentucky,347,665,16369
28,53,WA,Washington,339,605,17348
28,57,FR,Foreign,332,642,16548
28,36,NY,New York,291,466,12172
28,55,WI,Wisconsin,258,534,10143
28,42,PA,Pennsylvania,256,469,14492
28,24,MD,Maryland,255,470,14245
28,19,IA,Iowa,247,450,7874
28,20,KS,Kansas,212,399,9568
28,32,NV,Nevada,198,376,7775
28,35,NM,New Mexico,162,288,8617
28,27,MN,Minnesota,156,301,5371
28,49,UT,Utah,125,231,5257
28,41,OR,Oregon,123,203,5682
28,34,NJ,New Jersey,122,203,6391
28,31,NE,Nebraska,115,227,4873
28,25,MA,Massachusetts,114,165,5660
28,15,HI,Hawaii,94,193,4894
28,2,AK,Alaska,93,178,5985
28,30,MT,Montana,80,140,4380
28,54,WV,West Virginia,72,140,4242
28,9,CT,Connecticut,71,124,3533
28,16,ID,Idaho,69,148,3264
28,38,ND,North Dakota,63,131,3354
28,46,SD,South Dakota,51,107,3010
28,23,ME,Maine,47,79,2623
28,56,WY,Wyoming,46,87,2288
28,11,DC,District Of Columbia,45,64,2771
28,33,NH,New Hampshire,34,65,2715
28,10,DE,Delaware,32,56,1814
28,44,RI,Rhode Island,28,53,1079
28,50,VT,Vermont,18,26,934
29,96,MO,MO Total Migration-US and Foreign,69596,122638,4864400
29,97,MO,MO Total Migration-US,69144,121675,4839653
29,98,MO,MO Total Migration-Foreign,452,963,24746
29,97,MO,MO Total Migration-Same State,108664,195405,5399080
29,29,MO,MO Non-migrants,2171998,4423892,163873234
29,20,KS,Kansas,10836,18007,706728
29,17,IL,Illinois,7148,11649,395647
29,48,TX,Texas,6441,12183,512117
29,12,FL,Florida,5601,10220,689257
29,5,AR,Arkansas,3145,5843,149771
29,6,CA,California,3132,5008,212456
29,8,CO,Colorado,2552,4148,192332
29,40,OK,Oklahoma,1959,3694,90396
29,19,IA,Iowa,1873,3237,93793
29,4,AZ,Arizona,1861,3321,125236
29,13,GA,Georgia,1761,3423,116370
29,47,TN,Tennessee,1749,3105,106923
29,37,NC,North Carolina,1592,2968,114734
29,53,WA,Washington,1278,2147,90358
29,18,IN,Indiana,1147,2169,64809
29,39,OH,Ohio,1134,2092,75296
29,51,VA,Virginia,1080,2014,77563
29,36,NY,New York,1040,1651,80538
29,26,MI,Michigan,978,1785,64694
29,31,NE,Nebraska,937,1628,56136
29,27,MN,Minnesota,871,1575,58265
29,55,WI,Wisconsin,856,1446,52974
29,45,SC,South Carolina,850,1576,70281
29,21,KY,Kentucky,792,1511,43461
29,42,PA,Pennsylvania,782,1377,52724
29,1,AL,Alabama,741,1457,45607
29,32,NV,Nevada,660,1203,54030
29,41,OR,Oregon,626,975,32283
29,22,LA,Louisiana,567,1015,30895
29,49,UT,Utah,521,1015,34465
29,24,MD,Maryland,510,875,46077
29,28,MS,Mississippi,503,952,24824
29,57,FR,Foreign,452,963,24746
29,25,MA,Massachusetts,445,708,49985
29,35,NM,New Mexico,376,669,23439
29,34,NJ,New Jersey,341,574,42694
29,46,SD,South Dakota,292,539,17135
29,15,HI,Hawaii,284,587,17877
29,16,ID,Idaho,251,451,12620
29,30,MT,Montana,217,399,15211
29,2,AK,Alaska,212,424,10089
29,9,CT,Connecticut,206,369,20781
29,11,DC,District Of Columbia,172,205,11270
29,56,WY,Wyoming,169,323,16654
29,38,ND,North Dakota,142,267,6515
29,54,WV,West Virginia,113,188,6769
29,33,NH,New Hampshire,103,165,10012
29,23,ME,Maine,101,185,5338
29,10,DE,Delaware,71,131,3015
29,44,RI,Rhode Island,65,116,5465
29,50,VT,Vermont,61,106,3744
30,96,MT,MT Total Migration-US and Foreign,16341,28181,1040233
30,97,MT,MT Total Migration-US,16247,27976,1034832
30,98,MT,MT Total Migration-Foreign,94,205,5401
30,97,MT,MT Total Migration-Same State,13546,23139,704677
30,30,MT,MT Non-migrants,408838,804032,31157992
30,53,WA,Washington,1629,2705,100047
30,6,CA,California,1136,1750,64196
30,4,AZ,Arizona,1069,1842,114459
30,16,ID,Idaho,1007,1707,54884
30,8,CO,Colorado,926,1413,59363
30,48,TX,Texas,920,1751,61120
30,41,OR,Oregon,848,1309,39573
30,12,FL,Florida,686,1217,52334
30,56,WY,Wyoming,615,1143,39065
30,38,ND,North Dakota,580,1124,30711
30,49,UT,Utah,504,911,27861
30,32,NV,Nevada,460,763,42165
30,27,MN,Minnesota,415,657,22248
30,37,NC,North Carolina,314,550,17384
30,46,SD,South Dakota,263,449,16018
30,47,TN,Tennessee,247,455,17761
30,55,WI,Wisconsin,244,417,13588
30,29,MO,Missouri,241,475,12871
30,26,MI,Michigan,235,383,14348
30,13,GA,Georgia,229,404,13072
30,36,NY,New York,228,355,13331
30,35,NM,New Mexico,226,392,13204
30,2,AK,Alaska,222,402,12959
30,51,VA,Virginia,221,388,16829
30,17,IL,Illinois,202,328,10984
30,42,PA,Pennsylvania,198,332,10602
30,39,OH,Ohio,194,354,10708
30,40,OK,Oklahoma,178,325,8547
30,45,SC,South Carolina,165,335,9320
30,19,IA,Iowa,156,256,7050
30,20,KS,Kansas,149,277,8508
30,18,IN,Indiana,145,264,12802
30,31,NE,Nebraska,124,249,6203
30,5,AR,Arkansas,121,249,5698
30,25,MA,Massachusetts,119,177,7002
30,21,KY,Kentucky,119,236,7135
30,23,ME,Maine,106,192,5707
30,22,LA,Louisiana,102,214,6663
30,15,HI,Hawaii,100,171,6392
30,1,AL,Alabama,99,196,4612
30,24,MD,Maryland,96,176,5534
30,57,FR,Foreign,94,205,5401
30,34,NJ,New Jersey,67,111,4156
30,50,VT,Vermont,60,90,3033
30,28,MS,Mississippi,58,117,3344
30,33,NH,New Hampshire,53,93,5092
30,9,CT,Connecticut,51,90,9894
30,54,WV,West Virginia,47,73,2401
30,44,RI,Rhode Island,29,42,1087
30,11,DC,District Of Columbia,27,40,2100
30,10,DE,Delaware,17,27,867
31,96,NE,NE Total Migration-US and Foreign,23761,43236,1533502
31,97,NE,NE Total Migration-US,23532,42700,1519328
31,98,NE,NE Total Migration-Foreign,229,536,14174
31,97,NE,NE Total Migration-Same State,27668,49354,1485499
31,31,NE,NE Non-migrants,721456,1529615,58935966
31,19,IA,Iowa,3332,5918,168268
31,48,TX,Texas,2112,4082,158286
31,8,CO,Colorado,1758,2847,131000
31,12,FL,Florida,1522,2859,130720
31,20,KS,Kansas,1201,2229,71732
31,6,CA,California,1158,1999,68409
31,29,MO,Missouri,1145,2186,78219
31,4,AZ,Arizona,1079,1915,81820
31,46,SD,South Dakota,996,1716,57529
31,27,MN,Minnesota,745,1373,40833
31,17,IL,Illinois,621,989,37133
31,53,WA,Washington,479,800,32431
31,37,NC,North Carolina,434,820,28579
31,13,GA,Georgia,404,794,24845
31,40,OK,Oklahoma,403,769,19843
31,47,TN,Tennessee,383,725,26315
31,56,WY,Wyoming,375,673,20370
31,51,VA,Virginia,359,757,27922
31,39,OH,Ohio,330,607,18846
31,36,NY,New York,289,472,15809
31,49,UT,Utah,288,612,18202
31,5,AR,Arkansas,285,562,16521
31,41,OR,Oregon,280,454,16757
31,32,NV,Nevada,279,490,18541
31,55,WI,Wisconsin,277,475,15810
31,26,MI,Michigan,264,543,20562
31,18,IN,Indiana,256,495,18910
31,57,FR,Foreign,229,536,14174
31,42,PA,Pennsylvania,215,411,14242
31,35,NM,New Mexico,192,364,10051
31,45,SC,South Carolina,188,349,12680
31,24,MD,Maryland,176,316,11118
31,16,ID,Idaho,174,330,10841
31,1,AL,Alabama,164,342,9804
31,22,LA,Louisiana,153,280,9318
31,30,MT,Montana,152,291,8821
31,38,ND,North Dakota,139,239,7201
31,21,KY,Kentucky,137,245,7715
31,25,MA,Massachusetts,132,186,8373
31,28,MS,Mississippi,110,195,5659
31,34,NJ,New Jersey,103,186,7495
31,15,HI,Hawaii,71,144,4392
31,2,AK,Alaska,69,134,4144
31,9,CT,Connecticut,67,113,5814
31,33,NH,New Hampshire,49,81,4017
31,23,ME,Maine,47,96,2215
31,11,DC,District Of Columbia,42,56,3588
31,54,WV,West Virginia,37,62,2884
31,10,DE,Delaware,24,48,1652
31,50,VT,Vermont,19,41,1573
31,44,RI,Rhode Island,18,30,1520
32,96,NV,NV Total Migration-US and Foreign,61673,109167,4235031
32,97,NV,NV Total Migration-US,61145,108083,4196232
32,98,NV,NV Total Migration-Foreign,528,1084,38798
32,97,NV,NV Total Migration-Same State,11419,19609,685759
32,32,NV,NV Non-migrants,1189363,2286178,94445778
32,6,CA,California,14682,24354,803395
32,48,TX,Texas,5228,10006,428691
32,4,AZ,Arizona,4490,7797,290614
32,12,FL,Florida,4310,7457,453486
32,49,UT,Utah,2901,5965,234612
32,53,WA,Washington,2744,4686,182727
32,8,CO,Colorado,2063,3503,128973
32,41,OR,Oregon,1785,2873,107680
32,16,ID,Idaho,1430,2749,109034
32,17,IL,Illinois,1292,2207,79265
32,47,TN,Tennessee,1201,2237,129226
32,13,GA,Georgia,1132,2126,64701
32,39,OH,Ohio,1041,1877,64753
32,37,NC,North Carolina,1016,1912,69921
32,36,NY,New York,992,1502,66186
32,26,MI,Michigan,943,1671,67570
32,51,VA,Virginia,924,1767,60784
32,29,MO,Missouri,886,1676,53577
32,15,HI,Hawaii,804,1436,30934
32,35,NM,New Mexico,723,1322,45685
32,42,PA,Pennsylvania,718,1187,44501
32,40,OK,Oklahoma,697,1387,40998
32,18,IN,Indiana,658,1204,34115
32,30,MT,Montana,631,1109,36859
32,27,MN,Minnesota,615,1111,44112
32,45,SC,South Carolina,589,1141,49694
32,55,WI,Wisconsin,565,956,32068
32,57,FR,Foreign,528,1084,38798
32,34,NJ,New Jersey,457,715,32738
32,20,KS,Kansas,434,840,25191
32,5,AR,Arkansas,429,847,25025
32,24,MD,Maryland,410,678,22908
32,19,IA,Iowa,381,703,23060
32,1,AL,Alabama,375,762,23738
32,22,LA,Louisiana,374,670,25383
32,2,AK,Alaska,366,687,20412
32,25,MA,Massachusetts,350,525,32847
32,21,KY,Kentucky,320,613,17168
32,31,NE,Nebraska,317,583,72397
32,56,WY,Wyoming,315,559,19467
32,46,SD,South Dakota,304,572,22492
32,28,MS,Mississippi,233,449,11588
32,9,CT,Connecticut,201,313,10385
32,38,ND,North Dakota,190,323,8605
32,33,NH,New Hampshire,129,214,11104
32,23,ME,Maine,129,213,9287
32,11,DC,District Of Columbia,92,128,9080
32,54,WV,West Virginia,84,136,4480
32,10,DE,Delaware,82,148,6123
32,44,RI,Rhode Island,66,102,4501
32,50,VT,Vermont,47,85,4095
33,96,NH,NH Total Migration-US and Foreign,23425,37585,1919429
33,97,NH,NH Total Migration-US,23331,37407,1914736
33,98,NH,NH Total Migration-Foreign,94,178,4694
33,97,NH,NH Total Migration-Same State,17044,27204,1234156
33,33,NH,NH Non-migrants,553602,1054687,53855466
33,25,MA,Massachusetts,5938,8542,466638
33,12,FL,Florida,3032,5277,310570
33,23,ME,Maine,2730,4316,193895
33,50,VT,Vermont,1362,2143,82505
33,36,NY,New York,962,1435,78516
33,37,NC,North Carolina,883,1610,68277
33,48,TX,Texas,771,1398,78351
33,6,CA,California,677,1012,73312
33,9,CT,Connecticut,541,841,45329
33,45,SC,South Carolina,536,1021,45984
33,42,PA,Pennsylvania,476,815,37160
33,51,VA,Virginia,475,824,36189
33,8,CO,Colorado,407,597,32808
33,13,GA,Georgia,359,693,25366
33,4,AZ,Arizona,343,565,29302
33,44,RI,Rhode Island,290,425,26183
33,39,OH,Ohio,287,516,22288
33,47,TN,Tennessee,286,492,21848
33,34,NJ,New Jersey,263,408,31382
33,53,WA,Washington,251,371,18692
33,24,MD,Maryland,192,322,15820
33,17,IL,Illinois,171,267,15359
33,26,MI,Michigan,158,293,12950
33,41,OR,Oregon,154,210,9967
33,32,NV,Nevada,133,209,11361
33,49,UT,Utah,131,218,11804
33,18,IN,Indiana,113,206,9064
33,55,WI,Wisconsin,106,184,6668
33,1,AL,Alabama,103,188,8144
33,21,KY,Kentucky,99,195,6053
33,29,MO,Missouri,97,161,6692
33,57,FR,Foreign,94,178,4694
33,15,HI,Hawaii,85,135,9197
33,27,MN,Minnesota,82,132,7051
33,19,IA,Iowa,80,136,4253
33,11,DC,District Of Columbia,80,99,5293
33,35,NM,New Mexico,69,111,5099
33,40,OK,Oklahoma,63,108,3314
33,30,MT,Montana,62,101,4048
33,16,ID,Idaho,62,107,7583
33,10,DE,Delaware,61,99,6059
33,22,LA,Louisiana,59,90,2546
33,2,AK,Alaska,46,67,4182
33,54,WV,West Virginia,42,61,1737
33,5,AR,Arkansas,41,79,3354
33,20,KS,Kansas,39,71,2720
33,56,WY,Wyoming,33,51,2555
33,28,MS,Mississippi,33,64,2215
33,31,NE,Nebraska,29,61,2128
33,46,SD,South Dakota,23,38,1863
33,38,ND,North Dakota,16,43,1064
34,96,NJ,NJ Total Migration-US and Foreign,123069,210807,15041368
34,97,NJ,NJ Total Migration-US,122296,209390,14998071
34,98,NJ,NJ Total Migration-Foreign,773,1417,43297
34,97,NJ,NJ Total Migration-Same State,135714,233715,12418876
34,34,NJ,NJ Non-migrants,3423469,6878733,362745568
34,36,NY,New York,22701,34120,2489693
34,12,FL,Florida,21705,39962,4441221
34,42,PA,Pennsylvania,18092,30092,1706471
34,37,NC,North Carolina,6447,12238,620312
34,6,CA,California,6059,9402,761962
34,48,TX,Texas,5870,11706,702412
34,51,VA,Virginia,3938,6744,352135
34,13,GA,Georgia,3817,7409,310370
34,45,SC,South Carolina,3753,7203,427349
34,24,MD,Maryland,2934,4976,272502
34,25,MA,Massachusetts,2921,4550,413503
34,10,DE,Delaware,2545,4476,231444
34,9,CT,Connecticut,2293,3913,310279
34,8,CO,Colorado,1604,2462,195907
34,47,TN,Tennessee,1486,2755,156264
34,39,OH,Ohio,1452,2578,123560
34,17,IL,Illinois,1436,2417,161861
34,4,AZ,Arizona,1410,2415,170270
34,53,WA,Washington,1404,2209,182256
34,26,MI,Michigan,842,1489,74918
34,57,FR,Foreign,773,1417,43297
34,32,NV,Nevada,755,1200,47883
34,18,IN,Indiana,712,1325,51608
34,11,DC,District Of Columbia,621,757,57621
34,33,NH,New Hampshire,521,843,80735
34,23,ME,Maine,508,850,61018
34,29,MO,Missouri,476,813,38877
34,50,VT,Vermont,454,783,67425
34,44,RI,Rhode Island,424,664,38003
34,21,KY,Kentucky,409,752,30646
34,1,AL,Alabama,395,777,27266
34,41,OR,Oregon,389,595,30770
34,55,WI,Wisconsin,385,637,33176
34,27,MN,Minnesota,371,640,41694
34,49,UT,Utah,325,596,48861
34,22,LA,Louisiana,304,533,29059
34,40,OK,Oklahoma,272,513,19924
34,54,WV,West Virginia,269,471,23820
34,15,HI,Hawaii,261,448,20811
34,5,AR,Arkansas,224,442,19726
34,19,IA,Iowa,221,373,14602
34,20,KS,Kansas,217,408,16709
34,35,NM,New Mexico,214,354,18205
34,28,MS,Mississippi,140,249,8801
34,31,NE,Nebraska,132,251,8563
34,30,MT,Montana,123,185,11276
34,2,AK,Alaska,108,194,6204
34,16,ID,Idaho,106,177,8687
34,46,SD,South Dakota,103,191,10219
34,38,ND,North Dakota,87,152,3668
34,56,WY,Wyoming,61,101,17524
35,96,NM,NM Total Migration-US and Foreign,31745,58883,1991567
35,97,NM,NM Total Migration-US,31248,57817,1962218
35,98,NM,NM Total Migration-Foreign,497,1066,29348
35,97,NM,NM Total Migration-Same State,20545,36711,959833
35,35,NM,NM Non-migrants,742191,1459426,46570883
35,48,TX,Texas,7859,15667,480077
35,4,AZ,Arizona,3469,6344,192833
35,8,CO,Colorado,2560,4287,161509
35,6,CA,California,2333,3922,141370
35,12,FL,Florida,1635,3007,116774
35,53,WA,Washington,853,1418,58466
35,40,OK,Oklahoma,758,1521,42377
35,32,NV,Nevada,743,1328,42934
35,51,VA,Virginia,609,1240,46960
35,37,NC,North Carolina,588,1081,42215
35,49,UT,Utah,542,1205,44162
35,41,OR,Oregon,529,871,34102
35,57,FR,Foreign,497,1066,29348
35,47,TN,Tennessee,472,911,39007
35,13,GA,Georgia,464,877,29357
35,36,NY,New York,447,678,26279
35,29,MO,Missouri,437,823,25392
35,39,OH,Ohio,434,782,22862
35,17,IL,Illinois,434,723,30720
35,42,PA,Pennsylvania,365,617,25813
35,20,KS,Kansas,349,650,18625
35,26,MI,Michigan,315,528,15362
35,16,ID,Idaho,301,716,21103
35,24,MD,Maryland,298,571,21192
35,45,SC,South Carolina,294,535,18702
35,55,WI,Wisconsin,292,486,19410
35,5,AR,Arkansas,262,488,13738
35,27,MN,Minnesota,259,436,17381
35,18,IN,Indiana,257,475,14554
35,22,LA,Louisiana,244,474,14357
35,30,MT,Montana,227,373,13493
35,1,AL,Alabama,225,454,14986
35,25,MA,Massachusetts,203,322,20048
35,56,WY,Wyoming,200,385,12668
35,19,IA,Iowa,189,348,10719
35,46,SD,South Dakota,175,325,11818
35,31,NE,Nebraska,174,348,8714
35,2,AK,Alaska,168,344,11902
35,21,KY,Kentucky,158,306,8544
35,15,HI,Hawaii,148,245,8147
35,34,NJ,New Jersey,141,238,8535
35,38,ND,North Dakota,138,301,7522
35,28,MS,Mississippi,133,248,7887
35,23,ME,Maine,103,179,8228
35,9,CT,Connecticut,97,142,5952
35,11,DC,District Of Columbia,81,104,6474
35,54,WV,West Virginia,75,138,4475
35,33,NH,New Hampshire,61,97,4415
35,50,VT,Vermont,55,88,4147
35,10,DE,Delaware,53,108,3500
35,44,RI,Rhode Island,42,63,2412
36,96,NY,NY Total Migration-US and Foreign,294479,489117,38185548
36,97,NY,NY Total Migration-US,292795,486344,38079284
36,98,NY,NY Total Migration-Foreign,1684,2773,106264
36,97,NY,NY Total Migration-Same State,277645,450589,26811773
36,36,NY,NY Non-migrants,7680835,14459075,748042629
36,34,NJ,New Jersey,49740,85650,5808235
36,12,FL,Florida,49277,84365,11000837
36,42,PA,Pennsylvania,21723,37343,1714276
36,6,CA,California,20299,27731,2598297
36,9,CT,Connecticut,19630,35200,4013275
36,37,NC,North Carolina,14854,26461,1223713
36,48,TX,Texas,13753,23386,1632279
36,25,MA,Massachusetts,10739,15000,1205589
36,13,GA,Georgia,9917,17323,754696
36,51,VA,Virginia,8658,14198,770218
36,45,SC,South Carolina,7594,14038,722394
36,24,MD,Maryland,6045,9417,606307
36,39,OH,Ohio,4726,8079,326527
36,8,CO,Colorado,4515,6352,603818
36,17,IL,Illinois,4343,6275,540415
36,47,TN,Tennessee,4187,7441,368006
36,53,WA,Washington,3930,5633,452930
36,4,AZ,Arizona,3550,5556,384574
36,26,MI,Michigan,3079,5271,256164
36,11,DC,District Of Columbia,2120,2633,266063
36,18,IN,Indiana,1995,3628,142754
36,50,VT,Vermont,1964,3010,218278
36,10,DE,Delaware,1933,3378,177251
36,44,RI,Rhode Island,1847,2807,216027
36,32,NV,Nevada,1766,2656,183704
36,33,NH,New Hampshire,1689,2618,229294
36,57,FR,Foreign,1684,2773,106264
36,23,ME,Maine,1656,2526,156460
36,41,OR,Oregon,1489,2035,118985
36,27,MN,Minnesota,1433,2239,126468
36,29,MO,Missouri,1387,2279,137316
36,21,KY,Kentucky,1262,2363,73736
36,1,AL,Alabama,1192,2190,99556
36,55,WI,Wisconsin,1141,1748,104265
36,22,LA,Louisiana,1055,1701,77390
36,49,UT,Utah,1044,1701,134117
36,15,HI,Hawaii,863,1443,71675
36,40,OK,Oklahoma,835,1465,53589
36,35,NM,New Mexico,725,1045,74287
36,20,KS,Kansas,704,1257,48281
36,19,IA,Iowa,590,906,38974
36,5,AR,Arkansas,528,912,36110
36,54,WV,West Virginia,476,854,30370
36,28,MS,Mississippi,431,772,30408
36,30,MT,Montana,411,606,51721
36,16,ID,Idaho,368,657,45365
36,31,NE,Nebraska,367,641,22512
36,2,AK,Alaska,322,525,16193
36,56,WY,Wyoming,251,363,76726
36,46,SD,South Dakota,231,409,28717
36,38,ND,North Dakota,161,258,10141
37,96,NC,NC Total Migration-US and Foreign,127683,233393,8756280
37,97,NC,NC Total Migration-US,125985,229445,8655148
37,98,NC,NC Total Migration-Foreign,1698,3948,101132
37,97,NC,NC Total Migration-Same State,183502,335039,10620251
37,37,NC,NC Non-migrants,3619067,7392577,283115824
37,45,SC,South Carolina,18215,34257,1390632
37,12,FL,Florida,15083,27717,1285389
37,51,VA,Virginia,11862,21874,737836
37,13,GA,Georgia,8191,15224,494760
37,48,TX,Texas,7682,14854,539315
37,6,CA,California,5970,10280,425927
37,36,NY,New York,5629,9149,346648
37,47,TN,Tennessee,5111,9454,330471
37,42,PA,Pennsylvania,4012,6927,244272
37,39,OH,Ohio,3392,5967,194885
37,24,MD,Maryland,3104,5418,205734
37,8,CO,Colorado,2943,5043,204751
37,34,NJ,New Jersey,2295,3876,140552
37,17,IL,Illinois,2133,3587,134534
37,53,WA,Washington,2122,3843,147225
37,26,MI,Michigan,2031,3567,118405
37,4,AZ,Arizona,1887,3487,127863
37,25,MA,Massachusetts,1871,2948,145535
37,1,AL,Alabama,1782,3685,116597
37,57,FR,Foreign,1698,3948,101132
37,18,IN,Indiana,1566,2921,97170
37,21,KY,Kentucky,1475,2929,97462
37,29,MO,Missouri,1249,2408,74175
37,54,WV,West Virginia,1043,1912,47451
37,9,CT,Connecticut,1001,1648,64894
37,55,WI,Wisconsin,938,1715,64886
37,22,LA,Louisiana,884,1618,48173
37,27,MN,Minnesota,813,1447,55341
37,41,OR,Oregon,783,1237,62902
37,11,DC,District Of Columbia,781,985,67462
37,40,OK,Oklahoma,775,1638,39971
37,32,NV,Nevada,770,1324,61776
37,49,UT,Utah,738,1483,59152
37,20,KS,Kansas,683,1437,43033
37,28,MS,Mississippi,666,1274,36068
37,19,IA,Iowa,666,1163,31309
37,15,HI,Hawaii,647,1463,41164
37,5,AR,Arkansas,615,1202,34815
37,23,ME,Maine,518,928,40925
37,33,NH,New Hampshire,504,917,40615
37,2,AK,Alaska,462,1041,26356
37,10,DE,Delaware,450,803,24793
37,35,NM,New Mexico,444,782,25844
37,16,ID,Idaho,387,797,24547
37,30,MT,Montana,354,640,28135
37,44,RI,Rhode Island,333,598,20985
37,50,VT,Vermont,307,458,16159
37,31,NE,Nebraska,252,489,14946
37,56,WY,Wyoming,197,359,13512
37,46,SD,South Dakota,193,355,13010
37,38,ND,North Dakota,176,317,6788
38,96,ND,ND Total Migration-US and Foreign,16049,29221,943404
38,97,ND,ND Total Migration-US,15872,28857,935248
38,98,ND,ND Total Migration-Foreign,177,364,8155
38,97,ND,ND Total Migration-Same State,9427,16011,509483
38,38,ND,ND Non-migrants,286435,584281,24579229
38,27,MN,Minnesota,4174,6844,242850
38,48,TX,Texas,1088,2203,67854
38,4,AZ,Arizona,828,1444,59710
38,12,FL,Florida,732,1371,46975
38,46,SD,South Dakota,698,1300,47454
38,30,MT,Montana,635,1171,35870
38,6,CA,California,632,1157,35861
38,8,CO,Colorado,579,981,31410
38,53,WA,Washington,432,761,24961
38,55,WI,Wisconsin,375,644,21277
38,39,OH,Ohio,299,592,13971
38,16,ID,Idaho,298,630,17909
38,26,MI,Michigan,267,449,14860
38,17,IL,Illinois,257,474,13483
38,29,MO,Missouri,251,506,15251
38,37,NC,North Carolina,246,449,15778
38,32,NV,Nevada,242,440,15141
38,49,UT,Utah,234,531,13682
38,19,IA,Iowa,228,422,12618
38,13,GA,Georgia,224,484,11502
38,41,OR,Oregon,218,348,11195
38,31,NE,Nebraska,213,421,13826
38,42,PA,Pennsylvania,199,401,9719
38,40,OK,Oklahoma,195,370,10633
38,51,VA,Virginia,190,385,13017
38,57,FR,Foreign,177,364,8155
38,47,TN,Tennessee,175,353,9447
38,56,WY,Wyoming,172,312,10590
38,18,IN,Indiana,164,282,8787
38,20,KS,Kansas,156,312,7543
38,35,NM,New Mexico,142,309,8473
38,45,SC,South Carolina,138,284,7513
38,5,AR,Arkansas,125,263,6922
38,22,LA,Louisiana,122,283,8229
38,1,AL,Alabama,121,267,7682
38,36,NY,New York,119,194,5305
38,21,KY,Kentucky,114,189,4475
38,24,MD,Maryland,94,177,5408
38,28,MS,Mississippi,86,167,4845
38,2,AK,Alaska,85,169,4290
38,34,NJ,New Jersey,68,117,3533
38,25,MA,Massachusetts,63,87,3233
38,23,ME,Maine,37,58,1814
38,9,CT,Connecticut,33,51,1841
38,15,HI,Hawaii,30,46,1861
38,54,WV,West Virginia,28,44,1500
38,10,DE,Delaware,24,48,1651
38,11,DC,District Of Columbia,17,22,1271
38,33,NH,New Hampshire,15,24,1825
38,44,RI,Rhode Island,10,21,403
38,50,VT,Vermont,-1,-1,-1
39,96,OH,OH Total Migration-US and Foreign,98593,169106,8045212
39,97,OH,OH Total Migration-US,97975,167886,8010857
39,98,OH,OH Total Migration-Foreign,618,1220,34355
39,97,OH,OH Total Migration-Same State,177391,300971,9775099
39,39,OH,OH Non-migrants,4467138,8721486,331541388
39,12,FL,Florida,14612,25944,2148891
39,21,KY,Kentucky,6718,11234,365557
39,48,TX,Texas,6063,11197,465555
39,26,MI,Michigan,5755,9694,379610
39,18,IN,Indiana,5325,9381,317689
39,37,NC,North Carolina,4797,8575,395432
39,6,CA,California,4770,7379,361506
39,42,PA,Pennsylvania,4672,7515,283468
39,13,GA,Georgia,3682,6832,258297
39,47,TN,Tennessee,3382,6047,289348
39,17,IL,Illinois,3218,4862,244507
39,45,SC,South Carolina,3067,5731,290100
39,36,NY,New York,3022,4523,203371
39,51,VA,Virginia,2756,4743,189143
39,54,WV,West Virginia,2722,4712,114868
39,8,CO,Colorado,2499,3753,180012
39,4,AZ,Arizona,2485,4216,175023
39,53,WA,Washington,1477,2325,111196
39,24,MD,Maryland,1372,2254,90356
39,25,MA,Massachusetts,1163,1784,156422
39,1,AL,Alabama,1100,2102,63809
39,29,MO,Missouri,1072,1964,72545
39,34,NJ,New Jersey,1049,1793,80062
